Game to Catch in,Catch Methods,Pokemon
Pokémon Diamond and Pearl," Routes 205, 213, 218, 219, 220, 221, and 222, Canalave City, Pastoria City, Fuego Ironworks, Valley Windworks, Iron Island (Surfing)
",Tentacool
Pokémon Platinum," Routes 205, 212, 213, 218, 219, 220, 221, and 222, Canalave City, Pastoria City, Sunyshore City, Fuego Ironworks, Valley Windworks, Iron Island (Surfing)
",Tentacool
Pokémon HeartGold and SoulSilver," Routes 20, 21, 26, 27, 41, and 47, New Bark Town, Vermilion City, Cinnabar Island, Pallet Town (Surfing, Old/Good Rod), Routes 19, 34, and 40, Cherrygrove City, Olivine City, Cianwood City, Union Cave*, Whirl Islands* (Surfing), Routes 13 and 32 (Surfing or Fishing), Route 12 (Fishing)
",Tentacool
Pal Park," Sea
",Tentacool
Pokéwalker," Blue Lake
",Tentacool
Pokémon Black and White," Poké Transfer
",Tentacool
Pokémon Black 2 and White 2," Poké Transfer
",Tentacool
Pokémon Dream World," Sparkling Sea
",Tentacool
Pokémon X and Y," Routes 8 and 12, Ambrette Town, Cyllage City, Shalour City, Azure Bay (Surfing)
",Tentacool
Pokémon Omega Ruby," Route 120, Seafloor Cavern, Battle Resort (Old Rod or Good Rod), Routes 119 and 128, Victory Road, Ever Grande City (Old Rod or Surfing), Routes 103, 105, 106, 107, 108, 109, 110, 115, 118, 122, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Sea Mauville, Dewford Town, Slateport City, Lilycove City, Mossdeep City, Shoal Cave, Pacifidlog Town, Sealed Chamber, Team Magma Hideout (Old Rod, Good Rod, or Surfing)
",Tentacool
Pokémon Alpha Sapphire," Route 120, Seafloor Cavern, Battle Resort (Old Rod or Good Rod), Routes 119 and 128, Victory Road, Ever Grande City (Old Rod or Surfing), Routes 103, 105, 106, 107, 108, 109, 110, 115, 118, 122, 124, 125, 126, 127, 129, 130, 131, 132, 133, and 134, Sea Mauville, Dewford Town, Slateport City, Lilycove City, Mossdeep City, Shoal Cave, Pacifidlog Town, Sealed Chamber, Team Aqua Hideout (Old Rod, Good Rod, or Surfing)
",Tentacool
Pokémon Sun and Moon," Routes 1, 7, 8, 14, 15, Hau'oli City, Melemele Sea, Kala'e Bay, Brooklet Hill, Hano Beach, Secluded Shore (Surfing)
",Tentacool
Pokémon Ultra Sun and Ultra Moon," Routes 1, 7, 8, Hau'oli City, Melemele Sea, Kala'e Bay, Brooklet Hill, Hano Beach (Surfing)
",Tentacool
Pokémon Let's Go Pikachu and Let's Go Eevee," Routes 4, 10, 12, 13, 18, 19, 20, 21 and 24, Seafoam Islands (Sea Skim)
",Tentacool
Pokémon Sword and Shield," Unobtainable
",Tentacool
Pokémon Pinball," Red Field: Viridian City ,  Blue Field: Pallet Town, Cycling Road, Seafoam Islands
",Tentacool
Pokémon Pinball: Ruby & Sapphire," Ocean (Sapphire Field)
",Tentacool
Pokémon Trozei!," Secret Storage 1, Secret Storage 13, Endless Level 8, Mr. Who's Den
",Tentacool
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Stormy Sea (B1F-B8F), Silver Trench (B1F-B9F), Grand Sea (B1F-B9F), Marvelous Sea (B1F-B9F), Fantasy Strait (B1F-B9F)
",Tentacool
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Brine Cave (B6F-B9F, Lower Brine Cave B1F-B5F)
",Tentacool
Pokémon Mystery Dungeon: Explorers of Sky," Brine Cave (B6F-B9F, Lower Brine Cave B1F-B5F)
",Tentacool
Pokémon Rumble," Bright Beach (Both Modes C)
",Tentacool
Pokémon Ranger: Guardian Signs," Eastern Sea
",Tentacool
Pokémon Rumble Blast," Beach: Echo Valley, Sunny Seashore
",Tentacool
Pokémon Rumble U," Unidentified Flying Objects
",Tentacool
Pokémon Battle Trozei," Island of Haste: Stage 4
",Tentacool
Pokémon Shuffle," Nacht Carnival: Stage 541
",Tentacool
Pokémon Rumble World," Pearl Marsh: Moonlit Island (All Areas)
",Tentacool
Pokémon Red," Trade
",Victreebel
Pokémon Blue," Evolve Weepinbell
",Victreebel
Pokémon Blue Version (Japanese)," Trade
",Victreebel
Pokémon Yellow," Evolve Weepinbell
",Victreebel
Pokémon Gold and Silver," Evolve Weepinbell
",Victreebel
Pokémon Crystal," Evolve Weepinbell
",Victreebel
Pokémon Ruby and Sapphire," Trade
",Victreebel
Pokémon Emerald," Trade
",Victreebel
Pokémon FireRed," Trade
",Victreebel
Pokémon LeafGreen," Evolve Weepinbell
",Victreebel
Pokémon Colosseum," Trade
",Victreebel
Pokémon XD: Gale of Darkness," Evolve Weepinbell
",Victreebel
Pokémon Diamond and Pearl," Evolve Weepinbell
",Victreebel
Pokémon Platinum," Evolve Weepinbell
",Victreebel
Pokémon HeartGold and SoulSilver," Evolve Weepinbell
",Victreebel
Pal Park," Forest
",Victreebel
Pokémon Black," Trade
",Victreebel
Pokémon White," Evolve Weepinbell
",Victreebel
Pokémon Black 2 and White 2," Trade
",Victreebel
Pokémon X and Y," Evolve Weepinbell
",Victreebel
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Victreebel
Pokémon Sun and Moon," Evolve Weepinbell
",Victreebel
Pokémon Ultra Sun and Ultra Moon," Trade
",Victreebel
Pokémon Let's Go Pikachu," Trade
",Victreebel
Pokémon Let's Go Eevee," Route 21
",Victreebel
Pokémon Sword and Shield," Unobtainable
",Victreebel
Pokémon Snap," Cave
",Victreebel
Pokémon Pinball," Evolve Weepinbell
",Victreebel
Pokémon Trozei!," Endless Level 14, Forever Level 63, Pair Trozei, Mr. Who's Den
",Victreebel
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Weepinbell
",Victreebel
Pokémon Ranger (game)," Lyra Forest
",Victreebel
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Mystery Jungle (1F-29F)
",Victreebel
Pokémon Mystery Dungeon: Explorers of Sky," Mystery Jungle (1F-29F)
",Victreebel
Pokémon Ranger: Shadows of Almia," Hippowdon Temple
",Victreebel
Pokémon Rumble," Windy Prairie‎ (Normal Mode A & S)
",Victreebel
Pokémon Mystery Dungeon (WiiWare)," Evolve Weepinbell
",Victreebel
Pokémon Rumble Blast," Treetops: Soothing Shore
",Victreebel
Pokémon Rumble U," Chill Battle: Garden Keepers
",Victreebel
Pokémon Battle Trozei," Safari Jungle: Stage 3^Tu
",Victreebel
Pokémon Shuffle," Zaffiro Coast: Stage 630
",Victreebel
Pokémon Rumble World," Distortion Land: Breezy Grasslands (All Areas, Entrance Boss)
",Victreebel
Pokémon Red," Trade
",Weepinbell
Pokémon Blue," Routes 12, 13, 14, and 15
",Weepinbell
Pokémon Blue Version (Japanese)," Trade
",Weepinbell
Pokémon Yellow," Routes 12, 13, 14, and 15, Cerulean Cave
",Weepinbell
Pokémon Gold and Silver," Routes 24, 25, and 44
",Weepinbell
Pokémon Crystal," Route 44
",Weepinbell
Pokémon Ruby and Sapphire," Trade
",Weepinbell
Pokémon Emerald," Trade
",Weepinbell
Pokémon FireRed," Trade
",Weepinbell
Pokémon LeafGreen," Routes 12, 13, 14, and 15, Berry Forest, Bond Bridge, Cape Brink, Water Path
",Weepinbell
Pokémon Colosseum," Trade
",Weepinbell
Pokémon XD: Gale of Darkness," Cipher Key Lair (Shadow)
",Weepinbell
Pokémon Diamond and Pearl," Routes 224, 229, and 230
",Weepinbell
Pokémon Platinum," Routes 224 and 230
",Weepinbell
Pokémon HeartGold and SoulSilver," Routes 24, 25, and 44, Safari Zone
",Weepinbell
Pal Park," Forest
",Weepinbell
Pokéwalker," Treehouse
",Weepinbell
Pokémon Black," Trade
",Weepinbell
Pokémon White," Evolve Bellsprout
",Weepinbell
Pokémon Black 2 and White 2," Trade
",Weepinbell
Pokémon X and Y," Routes 14, 16, and 19 (Purple Flowers), Route 19 (Yellow Flowers; Horde Encounter)
",Weepinbell
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Weepinbell
Pokémon Sun and Moon," Evolve Bellsprout
",Weepinbell
Pokémon Ultra Sun and Ultra Moon," Trade
",Weepinbell
Pokémon Let's Go Pikachu," Trade
",Weepinbell
Pokémon Let's Go Eevee," Routes 12, 13, 14, 15 and 21
",Weepinbell
Pokémon Sword and Shield," Unobtainable
",Weepinbell
Pokémon Snap," Cave
",Weepinbell
Pokémon Pinball," Evolve Bellsprout
",Weepinbell
Pokémon Trozei!," Secret Storage 2, Mr. Who's Den
",Weepinbell
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Bellsprout
",Weepinbell
Pokémon Ranger (game)," Lyra Forest
",Weepinbell
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Mystifying Forest (1F-13F), Mystery Jungle (1F-29F)
",Weepinbell
Pokémon Mystery Dungeon: Explorers of Sky," Mystifying Forest (1F-13F), Sky Peak (1st Station Pass 1F - 6th Station Pass 3F), Mystery Jungle (1F-29F)
",Weepinbell
Pokémon Rumble," Windy Prairie‎ (Normal Mode B & A)
",Weepinbell
Pokémon Mystery Dungeon (WiiWare)," Evolve Bellsprout
",Weepinbell
Pokémon Rumble Blast," Treetops: Sun-Dappled Bank, Soothing Shore
",Weepinbell
Pokémon Rumble U," Chill Battle: Garden Keepers
",Weepinbell
Pokémon Battle Trozei," Safari Jungle: Stage 2^Tu
",Weepinbell
Pokémon Shuffle," Nacht Carnival: Stage 504
",Weepinbell
Pokémon Rumble World," Leafy Expanse: Lookout Tree (All Areas), Distortion Land: Breezy Grasslands (All Areas)
",Weepinbell
Pokémon Masters," Sync Pair Scout (Ramos's)
",Weepinbell
Pokémon Red," Trade
",Bellsprout
Pokémon Blue," Routes 5, 6, 7, 12, 13, 14, 15, 24, and 25
",Bellsprout
Pokémon Blue Version (Japanese)," Trade
",Bellsprout
Pokémon Yellow," Routes 12, 13, 14, 15, 24, and 25
",Bellsprout
Pokémon Gold and Silver," Routes 5, 6, 24, and 25, 31, 32, 44
",Bellsprout
Pokémon Crystal," Routes 24, 25, 31, 32, 36, and 44
",Bellsprout
Pokémon Ruby and Sapphire," Trade, Event
",Bellsprout
Pokémon Emerald," Trade, Event
",Bellsprout
Pokémon FireRed," Trade, Event
",Bellsprout
Pokémon LeafGreen," Routes 5, 6, 7, 12, 13, 14, 15, 24, and 25, Berry Forest, Bond Bridge, Cape Brink, Water Path
",Bellsprout
Pokémon Colosseum," Trade
",Bellsprout
Pokémon XD: Gale of Darkness," Trade
",Bellsprout
Pokémon Diamond and Pearl," Routes 229 and 230
",Bellsprout
Pokémon Platinum," Routes 224 and 230
",Bellsprout
Pokémon HeartGold and SoulSilver," Routes 5, 6, 24, 25, 31, 32, and 44
",Bellsprout
Pal Park," Forest
",Bellsprout
Pokéwalker," Noisy Forest
",Bellsprout
Pokémon Black," Trade
",Bellsprout
Pokémon White," White Forest
",Bellsprout
Pokémon Black 2 and White 2," Trade
",Bellsprout
Pokémon Dream World," Pleasant Forest
",Bellsprout
Pokémon X and Y," Route 14 (Horde Encounter)
",Bellsprout
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Bellsprout
Pokémon Sun and Moon," Route 5 (Island Scan)^Fr
",Bellsprout
Pokémon Ultra Sun and Ultra Moon," Trade
",Bellsprout
Pokémon Let's Go Pikachu," Trade
",Bellsprout
Pokémon Let's Go Eevee," Routes 1, 2, 12, 13, 14, 15, 21, 24 and 25, Viridian Forest
",Bellsprout
Pokémon Sword and Shield," Unobtainable
",Bellsprout
Pokémon Pinball," Blue Field: Cerulean City, Vermilion City Streets, Celadon City, Saffron City
",Bellsprout
Pokémon Channel," Viridian Forest
",Bellsprout
Pokémon Trozei!," Huge Storage 1, Endless Level 6, Forever Level 6, Mr. Who's Den
",Bellsprout
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Wish Cave (B1F-B3F)
",Bellsprout
Pokémon Ranger (game)," Lyra Forest, Krokka Tunnel
",Bellsprout
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Mystifying Forest (1F-13F), Mystery Jungle (1F-29F), Midnight Forest (B1F-B21F)
",Bellsprout
Pokémon Mystery Dungeon: Explorers of Sky," Mystifying Forest (1F-13F), Mystery Jungle (1F-29F), Midnight Forest (B1F-B21F)
",Bellsprout
Pokémon Rumble," Windy Prairie‎ (Normal Mode B)
",Bellsprout
Pokémon Mystery Dungeon (WiiWare)," Dubious Valley (1F-6F)
",Bellsprout
Pokémon Rumble Blast," Treetops: Sun-Dappled Bank
",Bellsprout
Pokémon Rumble U," Chill Battle: Garden Keepers
",Bellsprout
Pokémon Battle Trozei," Safari Jungle: Stage 1^Tu
",Bellsprout
Pokémon Shuffle," Nacht Carnival: Stage 501
",Bellsprout
Pokémon Rumble World," Leafy Expanse: Lookout Tree (All Areas), Distortion Land: Breezy Grasslands (All Areas)
",Bellsprout
Pokémon Red and Blue," Evolve Machoke
",Machamp
Pokémon Blue Version (Japanese)," Evolve Machoke
",Machamp
Pokémon Yellow," Trade Cubone for Machoke in Underground Path (Kanto Routes 5-6) (evolves immediately)
",Machamp
Pokémon Gold and Silver," Evolve Machoke
",Machamp
Pokémon Crystal," Evolve Machoke
",Machamp
Pokémon Ruby and Sapphire," Evolve Machoke
",Machamp
Pokémon Emerald," Evolve Machoke
",Machamp
Pokémon FireRed and LeafGreen," Evolve Machoke
",Machamp
Pokémon Colosseum," Trade
",Machamp
Pokémon XD: Gale of Darkness," Trade
",Machamp
Pokémon Diamond and Pearl," Evolve Machoke
",Machamp
Pokémon Platinum," Evolve Machoke
",Machamp
Pokémon HeartGold and SoulSilver," Evolve Machoke
",Machamp
Pal Park," Mountain
",Machamp
Pokémon Black," Trade
",Machamp
Pokémon White," Evolve Machoke
",Machamp
Pokémon Black 2 and White 2," Trade
",Machamp
Pokémon X and Y," Evolve Machoke
",Machamp
Pokémon Omega Ruby and Alpha Sapphire," Evolve Machoke
",Machamp
Pokémon Sun and Moon," Evolve Machoke
",Machamp
Pokémon Ultra Sun and Ultra Moon," Evolve Machoke
",Machamp
Pokémon Let's Go Pikachu and Let's Go Eevee," Evolve Machoke
",Machamp
Pokémon Sword and Shield," Evolve Machoke
",Machamp
Pokémon Pinball," Evolve Machoke
",Machamp
Pokémon Pinball: Ruby & Sapphire," Evolve Machoke
",Machamp
Pokémon Trozei!," Phobos Walker, Trozei Battle, Mr. Who's Den
",Machamp
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Evolve Machoke
",Machamp
Pokémon Ranger (game)," Krokka Tunnel
",Machamp
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Aegis Cave (Rock B2F-B3F, Steel B1F-B4F, Pit B1F-B3F)
",Machamp
Pokémon Mystery Dungeon: Explorers of Sky," Aegis Cave (Rock B2F-B3F, Steel B1F-B4F, Pit B1F-B3F)
",Machamp
Pokémon Ranger: Shadows of Almia," Oil Field Hideout
",Machamp
Pokémon Rumble," Rocky Cave (Both Modes A & S, Advanced Mode B)
",Machamp
PokéPark Wii: Pikachu's Adventure," Cavern Zone
",Machamp
Pokémon Rumble Blast," Canyon: Sunny Seashore
",Machamp
Pokémon Conquest," Evolve Machoke
",Machamp
Pokémon Rumble U," Wonder Area: Go Big or Go Home! (Reward), Melodious Woodland: A Lively Concert
",Machamp
Pokémon Battle Trozei," Safari Jungle: Stage 2^Mo
",Machamp
Pokémon Shuffle," Event: Machamp Appears
",Machamp
Pokémon Rumble World," Origin Hideaway: Super-Aura Test Lab (Center Boss, Back, Special)
",Machamp
Pokémon Masters," Sync Pair Scout (Bruno's)
",Machamp
Pokémon Red and Blue," Victory Road
",Machoke
Pokémon Blue Version (Japanese)," Victory Road
",Machoke
Pokémon Yellow," Victory Road, Trade Cubone in Underground Path (Kanto Routes 5-6)*
",Machoke
Pokémon Gold and Silver," Rock Tunnel, Mt. Mortar
",Machoke
Pokémon Crystal," Mt. Mortar, Mt. Silver, Rock Tunnel
",Machoke
Pokémon Ruby and Sapphire," Evolve Machop
",Machoke
Pokémon Emerald," Evolve Machop
",Machoke
Pokémon FireRed and LeafGreen," Cerulean Cave, Mt. Ember, Victory Road
",Machoke
Pokémon Colosseum," Trade
",Machoke
Pokémon XD: Gale of Darkness," Trade
",Machoke
Pokémon Diamond and Pearl," Routes 210, 211, 216, 217, 225, and 226, Stark Mountain, Mt. Coronet, Victory Road, Acuity Lakefront
",Machoke
Pokémon Platinum," Routes 210, 211, 225, and 226, Mt. Coronet
",Machoke
Pokémon HeartGold and SoulSilver," Cliff Cave, Mt. Mortar, Cerulean Cave, Rock Tunnel, Safari Zone
",Machoke
Pal Park," Mountain
",Machoke
Pokémon Black," Trade, Event
",Machoke
Pokémon White," Evolve Machop
",Machoke
Pokémon Black 2 and White 2," Trade
",Machoke
Pokémon X and Y," Friend Safari (Fighting)
",Machoke
Pokémon Omega Ruby and Alpha Sapphire," Evolve Machop
",Machoke
Pokémon Sun and Moon," Vast Poni Canyon
",Machoke
Pokémon Ultra Sun and Ultra Moon," Vast Poni Canyon
",Machoke
Pokémon Let's Go Pikachu and Let's Go Eevee," Victory Road
",Machoke
Pokémon Sword and Shield," Axew's Eye, Giant's Seat, Stony Wilderness, Hammerlocke Hills
",Machoke
Pokémon Pinball," Evolve Machop
",Machoke
Pokémon Pinball: Ruby & Sapphire," Evolve Machop
",Machoke
Pokémon Trozei!," Secret Storage 15, Mr. Who's Den
",Machoke
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Fiery Field (17F-25F), Buried Relic (B80F-B87F)
",Machoke
Pokémon Ranger (game)," Dusk Factory
",Machoke
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Aegis Cave (Rock B2F-B3F, Steel B1F-B4F, Pit B1F-B3F)
",Machoke
Pokémon Mystery Dungeon: Explorers of Sky," Aegis Cave (Rock B2F-B3F, Steel B1F-B4F, Pit B1F-B3F)
",Machoke
Pokémon Ranger: Shadows of Almia," Cargo Ship
",Machoke
Pokémon Rumble," Rocky Cave (Normal Mode C & A, Advanced Mode B & A)</small
",Machoke
Pokémon Rumble Blast," Canyon: Sunny Seashore
",Machoke
Pokémon Conquest," Evolve Machop
",Machoke
Pokémon Rumble U," Melodious Woodland: A Lively Concert
",Machoke
Pokémon Battle Trozei," Safari Jungle: Stage 2^Mo
",Machoke
Pokémon Shuffle," Roseus Center: Stage 247
",Machoke
Pokémon Rumble World," Origin Hideaway: Super-Aura Test Lab (All Areas, Entrance Boss)
",Machoke
Pokémon Red and Blue," Rock Tunnel, Victory Road
",Machop
Pokémon Blue Version (Japanese)," Rock Tunnel, Victory Road
",Machop
Pokémon Yellow," Route 10, Rock Tunnel
",Machop
Pokémon Gold and Silver," Rock Tunnel, Mt. Mortar, Trade Drowzee in Goldenrod Department Store
",Machop
Pokémon Crystal," Rock Tunnel, Mt. Mortar, Trade Abra in Goldenrod Department Store
",Machop
Pokémon Ruby and Sapphire," Route 112, Fiery Path, Jagged Pass
",Machop
Pokémon Emerald," Fiery Path, Jagged Pass
",Machop
Pokémon FireRed and LeafGreen," Mt. Ember, Rock Tunnel, Victory Road
",Machop
Pokémon Colosseum," Trade
",Machop
Pokémon XD: Gale of Darkness," Trade
",Machop
Pokémon Diamond and Pearl," Routes 207, 208, and 210, Mt. Coronet
",Machop
Pokémon Platinum," Routes 206, 207, 210, and 211, Mt. Coronet
",Machop
Pokémon HeartGold and SoulSilver," Cliff Cave, Rock Tunnel, Mt. Mortar, Safari Zone^Morning^Day, Trade Drowzee in Goldenrod Department Store
",Machop
Pal Park," Mountain
",Machop
Pokéwalker," Rugged Road, Dim Cave, and Scary Cave
",Machop
Pokémon Black," Trade
",Machop
Pokémon White," White Forest
",Machop
Pokémon Black 2 and White 2," Trade
",Machop
Pokémon Dream World," Rugged Mountain
",Machop
Pokémon X and Y," Glittering Cave
",Machop
Pokémon Omega Ruby and Alpha Sapphire," Route 112, Fiery Path, Jagged Pass
",Machop
Pokémon Sun and Moon," Ten Carat Hill, Trade Spearow at Route 2
",Machop
Pokémon Ultra Sun and Ultra Moon," Ten Carat Hill
",Machop
Pokémon Let's Go Pikachu and Let's Go Eevee," Rock Tunnel, Victory Road
",Machop
Pokémon Sword and Shield," Route 3, North Lake Miloch, South Lake Miloch, Watchtower Ruins, Giant's Seat, Giant's Mirror, Stony Wilderness
",Machop
Pokémon Pinball," Red and Blue Field: Rock Mountain, Indigo Plateau
",Machop
Pokémon Channel," Viridian Forest
",Machop
Pokémon Pinball: Ruby & Sapphire," Cave (Both Fields)
",Machop
Pokémon Trozei!," Endless Level 27, Forever Level 27, Mr. Who's Den
",Machop
Pokémon Mystery Dungeon: Red Rescue Team and Blue Rescue Team," Starter Pokémon, Buried Relic (B4F-B8F), Wish Cave (B17F-B19F, B21F-B25F)
",Machop
Pokémon Ranger (game)," Krokka Tunnel
",Machop
Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness," Mt. Bristle (1F-9F), Labyrinth Cave (B1F-B9F), Final Maze (B1F-B48F)
",Machop
Pokémon Mystery Dungeon: Explorers of Sky," Mt. Bristle (1F-9F), Labyrinth Cave (B1-B9), Final Maze (B1-B48)
",Machop
Pokémon Ranger: Shadows of Almia," Peril Cliffs
",Machop
Pokémon Rumble," Rocky Cave (Normal Mode C, Advanced Mode B)
",Machop
Pokémon Mystery Dungeon (WiiWare)," Cheerful Meadow
",Machop
Pokémon Rumble Blast," Canyon: Sunny Seashore
",Machop
Pokémon Conquest," Pugilis
",Machop
Pokémon Rumble U," Jungle Area: Dangerous Rockets
",Machop
Pokémon Battle Trozei," Pitch-Black Cavern: Stage 6
",Machop
Pokémon Shuffle," Roseus Center: Stage 242
",Machop
Pokémon Rumble World," Origin Hideaway: Super-Aura Test Lab (All Areas)
",Machop
Pokémon Red and Blue," Evolve Kadabra
",Alakazam
Pokémon Blue Version (Japanese)," Evolve Kadabra
",Alakazam
Pokémon Yellow," Evolve Kadabra
",Alakazam
Pokémon Gold and Silver," Evolve Kadabra
",Alakazam
Pokémon Crystal," Evolve Kadabra
",Alakazam
Pokémon Ruby and Sapphire," Evolve Kadabra
",Alakazam
Pokémon Emerald," Evolve Kadabra
",Alakazam
Pokémon FireRed and LeafGreen," Evolve Kadabra
",Alakazam
Pokémon Colosseum," Trade
",Alakazam
Pokémon XD: Gale of Darkness," Trade
",Alakazam
